nse_ticker,sector,industry,basic_industry,notes
TPHQ,Construction,Construction,Civil Construction,nse_official
TPLPLASTEH,Capital Goods,Industrial Products,Packaging,nse_official
TRACXN,Services,Commercial Services & Supplies,Data Processing Services,nse_official
TRANSPEK,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
TRANSRAILL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TRANSWORLD,Services,Transport Services,Shipping,nse_official
TRAVELFOOD,Consumer Services,Leisure Services,Restaurants,nse_official
TREJHARA,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TREL,Services,Transport Services,Logistics Solution Provider,nse_official
TRENT,Consumer Services,Retailing,Speciality Retail,nse_official
TRF,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
TRIDENT,Textiles,Textiles & Apparels,Other Textile Products,nse_official
TRIGYN,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
TRITURBINE,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
TRIVENI,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
TRIVENIENG,Cap Goods,Engineering,,
TRIVENIGR,Cap Goods,Industrial Machinery,,
TRU,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
TRUALT,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
TSFINV,Financial Services,Finance,Investment Company,nse_official
TTK,Consumer,Pressure Cookers,,
TTKHLTCARE,Diversified,Diversified,Diversified,nse_official
TTKPRESTIG,Consumer Durables,Consumer Durables,Household Appliances,nse_official
TTML,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
TTMT,Auto,Auto OEM - 4W,,
TUPPERWARE,Consumer,Plastics & Furniture,,
TV18BRDCST,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
TVSELECT,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
TVSHLTD,Financial Services,Finance,Investment Company,nse_official
TVSMOTOR,Automobile and Auto Components,Automobiles,2/3 Wheelers,nse_official
TVSMOTORS,Auto,Auto OEM - 2W,,
TVSSRICHAK,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
TVTODAY,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
UBL,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
UCAL,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
UCALFUEL,Auto,Auto Ancillaries,,
UCO,Banking,PSU Banks,,
UCOBANK,Financial Services,Banks,Public Sector Bank,nse_official
UDS,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
UEL,Power,Power,Power Generation,nse_official
UFBL,Consumer Services,Leisure Services,Restaurants,nse_official
UFLEX,Capital Goods,Industrial Products,Packaging,nse_official
UFO,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
UGARSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
UGROCAP,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
UJJIVAN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
UJJIVANSFB,Financial Services,Banks,Other Bank,nse_official
ULTRACEMCO,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
UMAEXPORTS,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
UMIYA-MRO,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
UNICHEMLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
UNIDT,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
UNIECOM,Information Technology,IT - Software,Software Products,nse_official
UNIENTER,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,nse_official
UNIINFO,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
UNIMECH,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
UNIONBANK,Financial Services,Banks,Public Sector Bank,nse_official
UNIPARTS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
UNITDSPR,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
UNITECH,Realty,Realty,Residential Commercial Projects,nse_official
UNITEDPOLY,Textiles,Textiles & Apparels,Other Textile Products,nse_official
UNITEDTEA,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
UNIVASTU,Construction,Construction,Civil Construction,nse_official
UNIVCABLES,Capital Goods,Industrial Products,Cables - Electricals,nse_official
UNO MINDA,Auto,Auto Ancillaries,,
UNOMINDA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
UPL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
URAVIDEF,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
URBANCO,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
URJA,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
USHA,Metals,Steel Wires,,
USHAMART,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
UTIAMC,Financial Services,Capital Markets,Asset Management Company,nse_official
UTKARSHBNK,Financial Services,Banks,Other Bank,nse_official
UTLSOLAR,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
UTTAMSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
UYFINCORP,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
V2RETAIL,Consumer Services,Retailing,Speciality Retail,nse_official
VA,Infra,EPC,,
VADILALIND,Fast Moving Consumer Goods,Food Products,Dairy Products,nse_official
VAIBHAVGBL,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
VAISHALI,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VAKRANGEE,Information Technology,IT - Services,IT Enabled Services,nse_official
VALIANTLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VALIANTORG,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VARDHACRLC,Textiles,Textiles & Apparels,Other Textile Products,nse_official
VARDHMAN,Textiles,Textiles - Spinning,,
VARROC,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
VARUN,Other,Other,,nse_official
VASCONEQ,Realty,Realty,Residential Commercial Projects,nse_official
VASWANI,Metals & Mining,Ferrous Metals,Sponge Iron,nse_official
VBL,Fast Moving Consumer Goods,Beverages,Other Beverages,nse_official
VBLLTD,Consumer,FMCG - Beverages,,
VCL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
VEDANT,Textiles,Consumer Retail - Apparel,,
VEDANTA,Metals,Non-Ferrous Metals,,
VEDL,Metals & Mining,Diversified Metals,Diversified Metals,nse_official
VEEDOL,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
VENKEYS,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,nse_official
VENKYS,Agri,Agri,,
VENTIVE,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
VENUSPIPES,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
VENUSREM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VERANDA,Consumer Services,Other Consumer Services,E-Learning,nse_official
VERTOZ,Information Technology,IT - Services,IT Enabled Services,nse_official
VESUVIUS,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
VETO,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
VETOQUINOL,Pharma,Pharma Formulations,,
VGL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
VGUARD,Consumer Durables,Consumer Durables,Household Appliances,nse_official
VHL,Financial Services,Finance,Investment Company,nse_official
VIDHIING,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VIDYAWIRES,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
VIJAYA,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
VIJAYADIAG,Pharma,Diagnostics,,
VIJAYALAB,Pharma,Diagnostics,,
VIKAS,Cap Goods,Wires,,
VIKASECO,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VIKASLIFE,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
VIKRAMSOLR,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
VIKRAN,Construction,Construction,Civil Construction,nse_official
VIMTALABS,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology,nse_official
VINATI,Chemicals,Specialty Chemicals,,
VINATIORGA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VINCOFE,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
VINDHYATEL,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
VINEETLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VINNY,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
VINYLINDIA,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,nse_official
VIPCLOTHNG,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
VIPIND,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
VIPPY,Agri,Agri Processing,,
VIRINCHI,Information Technology,IT - Software,Software Products,nse_official
VISAKAIND,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
VISASTEEL,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,nse_official
VISHNU,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VISHWARAJ,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
VISIONCARE,Pharma,Eye Hospitals,,
VITAL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
VIVIDHA,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
VIVIMEDLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VIYASH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
VLEGOV,Information Technology,IT - Services,IT Enabled Services,nse_official
VLSFINANCE,Financial Services,Finance,Investment Company,nse_official
VMART,Consumer Services,Retailing,Diversified Retail,nse_official
VMM,Consumer Services,Retailing,Diversified Retail,nse_official
VMSTMT,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
VOLTAMP,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
VOLTAS,Consumer Durables,Consumer Durables,Household Appliances,nse_official
VPRPL,Construction,Construction,Civil Construction,nse_official
VRAJ,Metals & Mining,Ferrous Metals,Sponge Iron,nse_official
VRLLOG,Services,Transport Services,Logistics Solution Provider,nse_official
VSSL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
VST,Auto,Tractors,,
VSTIND,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,nse_official
VSTL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
VSTTILLERS,Capital Goods,Agricultural Commercial & Construction Vehicles,Tractors,nse_official
VTL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
WAAREEENER,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
WAAREERTL,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
WABAG,Utilities,Other Utilities,Water Supply & Management,nse_official
WABCO,Auto,Auto Ancillaries,,
WAKEFIT,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
WALCHAND,Cap Goods,Engineering,,
WALCHANNAG,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
WATERBASE,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
WCIL,Services,Transport Services,Logistics Solution Provider,nse_official
WEALTH,Financial Services,Finance,Other Financial Services,nse_official
WEBELSOLAR,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
WEBSOL,Renewable,Solar Panels,,
WEIZMANIND,Textiles,Textiles & Apparels,Other Textile Products,nse_official
WEL,Consumer Durables,Consumer Durables,Household Appliances,nse_official
WELCABLE,Cables,Cables & Wires,,
WELCORP,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
WELENT,Construction,Construction,Civil Construction,nse_official
WELINV,Financial Services,Finance,Investment Company,nse_official
WELSPUN,Textiles,Home Textiles,,
WELSPUNIND,Textiles,Textiles - Home,,
WELSPUNLIV,Textiles,Textiles & Apparels,Other Textile Products,nse_official
WELSPUNSP,Metals,Steel Pipes,,
WENDT,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
WESPAPER,Consumer,Paper,,
WESTLIFE,Consumer Services,Leisure Services,Restaurants,nse_official
WEWIN,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_official
WEWORK,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
WHEELS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
WHIRLPOOL,Consumer Durables,Consumer Durables,Household Appliances,nse_official
WILLAMAGOR,Financial Services,Finance,Investment Company,nse_official
WINDLAS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
WINDMACHIN,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
WINDWORLD,Renewable,Renewable,,
WIPL,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
WIPRO,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
WOCKHARDT,Pharma,Pharma Formulations,,
WOCKPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
WONDERLA,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,nse_official
WORTHPERI,Capital Goods,Industrial Products,Packaging,nse_official
WSFL,Agri,Edible Oils,,
WSI,Construction,Construction,Civil Construction,nse_official
WSTCSTPAPR,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
XCHANGING,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
XELPMOC,Information Technology,IT - Software,Software Products,nse_official
XPRESSBEES,Shipping,Logistics,,
XPROINDIA,Capital Goods,Industrial Products,Packaging,nse_official
XTGLOBAL,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
YASHO,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
YATHARTH,Healthcare,Healthcare Services,Hospital,nse_official
YATRA,Consumer Services,Leisure Services,Tour Travel Related Services,nse_official
YESBANK,Financial Services,Banks,Private Sector Bank,nse_official
YUKEN,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
ZAGGLE,Information Technology,IT - Services,IT Enabled Services,nse_official
ZEEL,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
ZEELEARN,Consumer Services,Other Consumer Services,Education,nse_official
ZEN,Defense,Defense,,
ZENITHEXPO,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
ZENITHSTL,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
ZENSAR,IT,IT Services,,
ZENSARTECH,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
ZENTEC,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
ZERODHA,Financials,Stock Broking,,
ZF,Auto,Auto Ancillaries,,
ZFCVINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
ZIMLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ZODIAC,Construction,Construction,Civil Construction,nse_official
ZODIACLOTH,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
ZOMATO,Internet,Food Delivery,,
ZOTA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
